thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,force_advance_2.keys,force_end_of_routine_if_pressed_2.keys,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,n_back_instructions.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,text_2.stopped,ir_zero_otherwise_press.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,text_countdown.stopped,response_time_into_iti,press_to_continue_prompt.stopped,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2,0,2,None,['left'],1,[0.6258962920401245],[0.1378085829783231],None,,1,0,1,0,0,0,0,0,,,,,2,0,2,0,62.81915370805655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.81634625000879,62.81915370805655,62.828715374697154,62.81915370805655,62.81915370805655,True,63.56204204203095,63.56675208301749,63.595330458018,True,65.79965150001226,65.80230375000974,main_0back,Main 0-back,2,0,082527_j_2.25,001,2026-02-04_14h40.32.795,2,1,0,0_back,60,1,3,3,3,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,625.9,0.6259,1,True,correct_rejection,0,0,0,1,0,0,1.0,3,3,2.987202833988704,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,N/A,N/A,1,left,625.9,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.6258962920401245],[0.1378085829783231],None,65.80461137503153,65.81194820802193,65.81194820802193,66.04718920803862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
3,0,3,None,['right'],1,[0.38436058297520503],[0.1296096250298433],None,,1,0,1,0,0,0,0,0,,,,,3,0,3,0,66.05174800002715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.04887445800705,66.05174800002715,66.06191358372259,66.05174800002715,66.05174800002715,True,66.79549675004091,66.79963500000304,66.82876204204513,True,69.03348837501835,69.03596616705181,main_0back,Main 0-back,2,0,082527_j_2.25,001,2026-02-04_14h40.32.795,2,1,0,0_back,60,1,4,4,4,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,384.36,0.3844,1,True,hit,1,0,0,0,0,0,1.0,4,4,2.9879119169781916,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,384.36,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.38436058297520503],[0.1296096250298433],None,69.03825137502281,69.04532804200426,69.04532804200426,69.28055387502536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
4,0,4,None,['left'],1,[0.38777070795185864],[0.1532810420030728],None,,1,0,1,0,0,0,0,0,,,,,4,0,4,0,69.2855799170211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.28293375001522,69.2855799170211,69.29522249970275,69.2855799170211,69.2855799170211,True,70.02867862500716,70.03344045800623,70.06201783305733,True,72.26665875001345,72.26931137504289,main_0back,Main 0-back,2,0,082527_j_2.25,001,2026-02-04_14h40.32.795,2,1,0,0_back,60,1,5,5,5,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,387.77,0.3878,1,True,correct_rejection,0,0,0,1,0,0,1.0,5,5,2.987699125020299,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,387.77,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.38777070795185864],[0.1532810420030728],None,72.27174616703996,72.27848754200386,72.27848754200386,72.51391425001202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
5,0,5,None,['left'],1,[0.7008960000239313],[0.12109441700158641],None,,1,0,1,0,0,0,0,0,,,,,5,0,5,0,72.51846087502781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.51573608303443,72.51846087502781,72.52860295871893,72.51846087502781,72.51846087502781,True,73.2620242080302,73.26682116702432,73.29542870802106,True,75.49968000000808,75.50257533305557,main_0back,Main 0-back,2,0,082527_j_2.25,001,2026-02-04_14h40.32.795,2,1,0,0_back,60,1,6,6,6,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,700.9,0.7009,1,True,correct_rejection,0,0,0,1,0,0,1.0,6,6,2.9875004169880413,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,700.9,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.7008960000239313],[0.12109441700158641],None,75.50485012505669,75.51194112503435,75.51194112503435,75.74735716701252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
6,0,6,None,['left'],1,[0.4911215829779394],[0.15738054201938212],None,,1,0,1,0,0,0,0,0,,,,,6,0,6,0,75.75180429202737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.7491264170385,75.75180429202737,75.76200170867766,75.75180429202737,75.75180429202737,True,76.49533537501702,76.5000425420003,76.52862208301667,True,78.73293079202995,78.73567566700513,main_0back,Main 0-back,2,0,082527_j_2.25,001,2026-02-04_14h40.32.795,2,1,0,0_back,60,1,7,7,7,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,491.12,0.4911,1,True,correct_rejection,0,0,0,1,0,0,1.0,7,7,2.9872579160146415,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,491.12,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.4911215829779394],[0.15738054201938212],None,78.73884487501346,78.74530291702831,78.74530291702831,78.98058854200644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
7,0,7,None,['left'],1,[0.4479804589645937],[0.14967137499479577],None,,1,0,1,0,0,0,0,0,,,,,7,0,7,0,78.98497008305276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.98234579205746,78.98497008305276,78.99526345869914,78.98497008305276,78.98497008305276,True,79.72873904200969,79.73339300003136,79.7620570420404,True,81.96627733303467,81.96895004203543,main_0back,Main 0-back,2,0,082527_j_2.25,001,2026-02-04_14h40.32.795,2,1,0,0_back,60,1,8,8,8,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,447.98,0.448,1,True,correct_rejection,0,0,0,1,0,0,1.0,8,8,2.987325167050585,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,447.98,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.4479804589645937],[0.14967137499479577],None,81.97142958303448,81.97868370800279,81.97868370800279,82.2140449170256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
8,0,8,None,['left'],1,[0.6371906250133179],[0.12131374998716637],None,,1,0,1,0,0,0,0,0,,,,,8,0,8,0,82.21842100005597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.21578900003806,82.21842100005597,82.22860824969054,82.21842100005597,82.21842100005597,True,82.96201804204611,82.9662650830578,82.99537625000812,True,85.19972754199989,85.20242687501013,main_0back,Main 0-back,2,0,082527_j_2.25,001,2026-02-04_14h40.32.795,2,1,0,0_back,60,1,9,9,9,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,637.19,0.6372,1,True,correct_rejection,0,0,0,1,0,0,1.0,9,9,2.9873358749900945,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,637.19,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.6371906250133179],[0.12131374998716637],None,85.20478708302835,85.21191570803057,85.21191570803057,85.44732712500263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
9,0,9,None,['left'],1,[0.3571568340412341],[0.11321420798776671],None,,1,0,1,0,0,0,0,0,,,,,9,0,9,0,85.45178779202979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.44908050005324,85.45178779202979,85.46198662469784,85.45178779202979,85.45178779202979,True,86.1954015000374,86.2001471670228,86.22862991702277,True,88.43355491705006,88.43610300001455,main_0back,Main 0-back,2,0,082527_j_2.25,001,2026-02-04_14h40.32.795,2,1,0,0_back,60,1,10,10,10,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,357.16,0.3572,1,True,correct_rejection,0,0,0,1,0,0,1.0,10,10,2.9878420830355026,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,357.16,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.3571568340412341],[0.11321420798776671],None,88.43918050004868,88.44528304203413,88.44528304203413,88.68069562502205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
10,0,10,None,['right'],1,[0.5868791670072824],[0.12019308301387355],None,,1,0,1,0,0,0,0,0,,,,,10,0,10,0,88.68533916701563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.68238950002706,88.68533916701563,88.69534412469172,88.68533916701563,88.68533916701563,True,89.42872779205209,89.43353904201649,89.46205587504664,True,91.6667877920554,91.66929620801238,main_0back,Main 0-back,2,0,082527_j_2.25,001,2026-02-04_14h40.32.795,2,1,0,0_back,60,1,11,11,11,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,586.88,0.5869,1,True,hit,1,0,0,0,0,0,1.0,11,11,2.9876757499878295,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,586.88,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.5868791670072824],[0.12019308301387355],None,91.67172029201174,91.67862125003012,91.67862125003012,91.914068083046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
11,0,11,None,['right'],1,[0.5977040840080008],[0.11734408303163946],None,,1,0,1,0,0,0,0,0,,,,,11,0,11,0,91.91848645801656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9158540830249,91.91848645801656,91.92862412467754,91.91848645801656,91.91848645801656,True,92.66204562503844,92.66665729205124,92.69534958305303,True,94.89916866703425,94.90194266702747,main_0back,Main 0-back,2,0,082527_j_2.25,001,2026-02-04_14h40.32.795,2,1,0,0_back,60,1,12,12,12,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,597.7,0.5977,1,True,hit,1,0,0,0,0,0,1.0,12,12,2.9867885000421666,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,597.7,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.5977040840080008],[0.11734408303163946],None,94.9042209170293,94.9119978750241,94.9119978750241,95.14752445800696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
12,0,12,None,['left'],1,[0.6223373750108294],[0.13205012498656288],None,,1,0,1,0,0,0,0,0,,,,,12,0,12,0,95.1537389580044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.14975762501126,95.1537389580044,95.1620064997153,95.1537389580044,95.1537389580044,True,95.89540183305508,95.8997144580353,95.92878016701434,True,98.1335585830384,98.13612229202408,main_0back,Main 0-back,2,0,082527_j_2.25,001,2026-02-04_14h40.32.795,2,1,0,0_back,60,1,13,13,13,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,622.34,0.6223,1,True,correct_rejection,0,0,0,1,0,0,1.0,13,13,2.9876774169970304,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,622.34,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.6223373750108294],[0.13205012498656288],None,98.13839850004297,98.14525429200148,98.14525429200148,98.38060812500771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
13,0,13,None,['left'],1,[0.5887280839961022],[0.11710295802913606],None,,1,0,1,0,0,0,0,0,,,,,13,0,13,0,98.38665287505137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.38368875003653,98.38665287505137,98.39526333369237,98.38665287505137,98.38665287505137,True,99.12870920804562,99.133692583011,99.16200833301991,True,101.36694308300503,101.36948654201115,main_0back,Main 0-back,2,0,082527_j_2.25,001,2026-02-04_14h40.32.795,2,1,0,0_back,60,1,14,14,14,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,588.73,0.5887,1,True,correct_rejection,0,0,0,1,0,0,1.0,14,14,2.98798345803516,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,588.73,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.5887280839961022],[0.11710295802913606],None,101.37189666705672,101.37869054201292,101.37869054201292,101.61397829203634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
14,0,14,None,['left'],1,[0.4989184589940123],[0.13399816601304337],None,,1,0,1,0,0,0,0,0,,,,,14,0,14,0,101.61845270800404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6157178330468,101.61845270800404,101.62860874971763,101.61845270800404,101.61845270800404,True,102.36200254200958,102.36629508301849,102.39545654202811,True,104.60012808302417,104.60295004205545,main_0back,Main 0-back,2,0,082527_j_2.25,001,2026-02-04_14h40.32.795,2,1,0,0_back,60,1,15,15,15,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,498.92,0.4989,1,True,correct_rejection,0,0,0,1,0,0,1.0,15,15,2.987866000039503,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,498.92,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.4989184589940123],[0.13399816601304337],None,104.60521537502063,104.61201662500389,104.61201662500389,104.84753870801069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
15,0,15,None,['right'],1,[0.4404338329914026],[0.10561245901044458],None,,1,0,1,0,0,0,0,0,,,,,15,0,15,0,104.8535446250462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.85057445801795,104.8535446250462,104.8620605416984,104.8535446250462,104.8535446250462,True,105.59539091703482,105.6001000420074,105.6286999170552,True,107.83397875004448,107.83681295800488,main_0back,Main 0-back,2,0,082527_j_2.25,001,2026-02-04_14h40.32.795,2,1,0,0_back,60,1,16,16,16,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,440.43,0.4404,1,True,hit,1,0,0,0,0,0,1.0,16,16,2.988389916019514,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,440.43,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.4404338329914026],[0.10561245901044458],None,107.83931391703663,107.84539875003975,107.84539875003975,108.0809837920242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
16,0,16,None,['right'],1,[0.46377083304105327],[0.11746641696663573],None,,1,0,1,0,0,0,0,0,,,,,16,0,16,0,108.08562620804878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.08287233300507,108.08562620804878,108.09542520868514,108.08562620804878,108.08562620804878,True,108.82866387505783,108.83343895804137,108.86203116702382,True,111.06682358303806,111.069414083031,main_0back,Main 0-back,2,0,082527_j_2.25,001,2026-02-04_14h40.32.795,2,1,0,0_back,60,1,17,17,17,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,463.77,0.4638,1,True,hit,1,0,0,0,0,0,1.0,17,17,2.987522249983158,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,463.77,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.46377083304105327],[0.11746641696663573],None,111.0718946250272,111.0786260420573,111.0786260420573,111.31413362501189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
17,0,17,None,['right'],1,[0.49873250001110137],[0.14858400000957772],None,,1,0,1,0,0,0,0,0,,,,,17,0,17,0,111.31879862502683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.31602091703098,111.31879862502683,111.32864379167246,111.31879862502683,111.31879862502683,True,112.0619785830495,112.06650104204891,112.09539437503554,True,114.2998709170497,114.30241275002481,main_0back,Main 0-back,2,0,082527_j_2.25,001,2026-02-04_14h40.32.795,2,1,0,0_back,60,1,18,18,18,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,498.73,0.4987,1,True,hit,1,0,0,0,0,0,1.0,18,18,2.987435707997065,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,498.73,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.49873250001110137],[0.14858400000957772],None,114.3048966670176,114.31203100003768,114.31203100003768,114.54741387505783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
