thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,force_advance_2.keys,key_resp.rt,key_resp.duration,force_end_of_routine_if_pressed_2.keys,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,ir_zero_otherwise_press.stopped,text_2.stopped,n_back_instructions.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,response_time_into_iti,trials.key_resp.keys,trials.key_resp.corr,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,trials.key_resp.rt,trials.key_resp.duration,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
22,0,22,None,['left'],1,None,[0.7371109169907868],[0.10083279199898243],,5,0,5,0,0,0,0,0,,,,,22,0,22,0,490.00369062501704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.00066562503343,490.00369062501704,490.0136629166702,490.00369062501704,490.00369062501704,True,490.7469426250318,490.7548656250001,490.7802260000026,True,491.9850974170258,491.9879968750174,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,23,23,23,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,737.11,0.7371,1,True,correct_rejection,0,0,0,1,0,0,1.0,23,23,1.9877722500241362,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,737.11,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,491.9904881250113,491.9968818750349,491.9968818750349,492.23237533302745,[0.7371109169907868],[0.10083279199898243],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
23,0,23,None,['right'],1,None,[0.4825200409977697],[0.1034159169648774],,5,0,5,0,0,0,0,0,,,,,23,0,23,0,492.2367677920265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.2340547920321,492.2367677920265,492.2469739166593,492.2367677920265,492.2367677920265,True,492.98029333300656,492.98527354199905,493.01363112503896,True,494.21818637498654,494.2211283330107,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,24,24,24,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,482.52,0.4825,1,True,hit,1,0,0,0,0,0,1.0,24,24,1.9875041670165956,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,482.52,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['right'],1,None,494.2236860420089,494.2302326670033,494.2302326670033,494.46581900003366,[0.4825200409977697],[0.1034159169648774],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
24,0,24,None,['right'],1,None,[0.46981979097472504],[0.13263258402002975],,5,0,5,0,0,0,0,0,,,,,24,0,24,0,494.47051604202716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.4676128330175,494.47051604202716,494.4803207496918,494.47051604202716,494.47051604202716,True,495.2136587080313,495.21849545801524,495.246920042031,True,496.4521924580331,496.4546198330354,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,25,25,25,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,469.82,0.4698,1,True,hit,1,0,0,0,0,0,1.0,25,25,1.9879663329920731,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,469.82,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['right'],1,None,496.4569842920173,496.46363250003196,496.46363250003196,496.6990237500286,[0.46981979097472504],[0.13263258402002975],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
25,0,25,None,['left'],1,None,[0.49430804199073464],[0.09594170801574364],,5,0,5,0,0,0,0,0,,,,,25,0,25,0,496.7051807080279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.7019633750315,496.7051807080279,496.7135696666703,496.7051807080279,496.7051807080279,True,497.4468441249919,497.4520415420411,497.48024520801846,True,498.6854247080046,498.6882502080407,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,26,26,26,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,494.31,0.4943,1,True,correct_rejection,0,0,0,1,0,0,1.0,26,26,1.9880299170035869,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,494.31,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,498.6907341250335,498.69684591703117,498.69684591703117,498.93248787499033,[0.49430804199073464],[0.09594170801574364],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
26,0,26,None,['right'],1,None,[0.7072528750286438],[0.11198991700075567],,5,0,5,0,0,0,0,0,,,,,26,0,26,0,498.93679562502075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.93439008301357,498.93679562502075,498.9469843746667,498.93679562502075,498.93679562502075,True,499.6802538750344,499.68527808302315,499.7135992500116,True,500.9183924170211,500.92134666698985,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,27,27,27,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,707.25,0.7073,1,True,hit,1,0,0,0,0,0,1.0,27,27,1.987627208000049,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,707.25,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['right'],1,None,500.92383862502174,500.9302502920036,500.9302502920036,501.16605783300474,[0.7072528750286438],[0.11198991700075567],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
27,0,27,None,['left'],1,None,[0.5404728749999776],[0.08452729199780151],,5,0,5,0,0,0,0,0,,,,,27,0,27,0,501.1711827919935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.16775650001364,501.1711827919935,501.18030766665856,501.1711827919935,501.1711827919935,True,501.913558166998,501.9184163750033,501.9468936669873,True,503.15173562499695,503.15447766700527,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,28,28,28,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,540.47,0.5405,1,True,correct_rejection,0,0,0,1,0,0,1.0,28,28,1.9874870830099098,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,540.47,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,503.15689683303935,503.1634807080263,503.1634807080263,503.3989082080079,[0.5404728749999776],[0.08452729199780151],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
28,0,28,None,['right'],1,None,[0.5752357910387218],[0.15549270896008238],,5,0,5,0,0,0,0,0,,,,,28,0,28,0,503.40375508303987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.40066545800073,503.40375508303987,503.41349591670246,503.40375508303987,503.40375508303987,True,504.14680683304323,504.1520099170157,504.1802100830246,True,505.38495870801853,505.3878860420082,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,29,29,29,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,575.24,0.5752,1,True,hit,1,0,0,0,0,0,1.0,29,29,1.987720499979332,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,575.24,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['right'],1,None,505.3903430830105,505.3968555420288,505.3968555420288,505.6320809170138,[0.5752357910387218],[0.15549270896008238],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
29,0,29,None,['left'],1,None,[0.45772037497954443],[0.10627870803000405],,5,0,5,0,0,0,0,0,,,,,29,0,29,0,505.63613387499936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.63376183301443,505.63613387499936,505.6467164586686,505.63613387499936,505.63613387499936,True,506.380197749997,506.380197749997,506.4134670830099,True,507.6178914580378,507.62068883300526,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,30,30,30,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,457.72,0.4577,1,True,correct_rejection,0,0,0,1,0,0,1.0,30,30,1.9874537920113653,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,457.72,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,507.62321841699304,507.63015062501654,507.63015062501654,507.8557098750025,[0.45772037497954443],[0.10627870803000405],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
30,0,30,None,['left'],1,None,[0.7235939580132253],[0.12136145896511152],,5,0,5,0,0,0,0,0,,,,,30,0,30,0,507.86329904198647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.85796854202636,507.86329904198647,507.8700000416759,507.86329904198647,507.86329904198647,True,508.6038461670396,508.6038461670396,508.6356113330112,True,509.85513633303344,509.8493339580018,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,31,31,31,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,723.59,0.7236,1,True,correct_rejection,0,0,0,1,0,0,1.0,31,31,1.9927305419696495,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,723.59,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,509.8518991669989,509.85513633303344,509.85513633303344,510.0874906250392,[0.7235939580132253],[0.12136145896511152],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
31,0,31,None,['left'],1,None,[0.7102422079769894],[0.13602958398405463],,5,0,5,0,0,0,0,0,,,,,31,0,31,0,510.0970022919937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.0892117500189,510.0970022919937,510.1019188746616,510.0970022919937,510.0970022919937,True,510.8301508750301,510.835396917013,510.86353533301735,True,512.0676440829993,512.0826600830187,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,32,32,32,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,710.24,0.7102,1,True,correct_rejection,0,0,0,1,0,0,1.0,32,32,1.9944137500133365,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,710.24,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,512.085130417021,512.0884019579971,512.0884019579971,512.3210445420118,[0.7102422079769894],[0.13602958398405463],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
32,0,32,None,['left'],1,None,[0.5901489169918932],[0.12083370803156868],,5,0,5,0,0,0,0,0,,,,,32,0,32,0,512.3301103750127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.3226864170283,512.3301103750127,512.3352032916775,512.3301103750127,512.3301103750127,True,513.063673208002,513.06915450003,513.0967507919995,True,514.301556624996,514.3163086670102,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,33,33,33,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,590.15,0.5901,1,True,correct_rejection,0,0,0,1,0,0,1.0,33,33,1.9943656250252388,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,590.15,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,514.3187412080006,514.3220522080082,514.3220522080082,514.5533595000161,[0.5901489169918932],[0.12083370803156868],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
33,0,33,None,['left'],1,None,[0.6102758750203066],[0.11547174997394904],,5,0,5,0,0,0,0,0,,,,,33,0,33,0,514.5634957920411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.5563695000019,514.5634957920411,514.5677613746996,514.5634957920411,514.5634957920411,True,515.3020145419869,515.3020145419869,515.3301649580244,True,516.5468676250312,516.5492826669943,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,34,34,34,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,610.28,0.6103,1,True,correct_rejection,0,0,0,1,0,0,1.0,34,34,1.9951301249675453,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,610.28,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,516.551711875014,516.5548297080095,516.5548297080095,516.7870572500397,[0.6102758750203066],[0.11547174997394904],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
34,0,34,None,['left'],1,None,[0.6054743329877965],[0.12445633299648762],,5,0,5,0,0,0,0,0,,,,,34,0,34,0,516.7967820829945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.7887190000038,516.7967820829945,516.8015607496529,516.7967820829945,516.7967820829945,True,517.5356980420183,517.5356980420183,517.5635009999969,True,518.78824850003,518.7827946670004,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,35,35,35,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,605.47,0.6055,1,True,correct_rejection,0,0,0,1,0,0,1.0,35,35,1.9948283749981783,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,605.47,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,518.7853159169899,518.78824850003,518.78824850003,519.0199564170325,[0.6054743329877965],[0.12445633299648762],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
35,0,35,None,"['left', 'right']",0,None,"[0.6477708340389654, 1.347696959041059]","[0.10082804097328335, 0.1248460829956457]",,5,0,5,0,0,0,0,0,,,,,35,0,35,0,519.0301839170279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.0223213750287,519.0301839170279,519.034425916678,519.0301839170279,519.0301839170279,True,519.7678125000093,519.7678125000093,519.7967813750147,True,521.0134794170153,521.0158913329942,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,36,36,36,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,left,non_target_response,647.77,0.6478,0,False,incorrect_rejection,0,1,0,0,0,0,0.9722,35,36,1.9951389170018956,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,2,"['left', 'right']","[647.77, 1347.7]",1.25,1.25,0.0,0.75,2.0,during_stimulus,,"['left', 'right']",0,None,521.0257289580186,521.0293973330408,521.0293973330408,521.2540487500373,"[0.6477708340389654, 1.347696959041059]","[0.10082804097328335, 0.1248460829956457]",,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
36,0,36,None,['left'],1,None,[0.6719757500104606],[0.10041029198328033],,5,0,5,0,0,0,0,0,,,,,36,0,36,0,521.2634457920212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.2557257500011,521.2634457920212,521.2683821666908,521.2634457920212,521.2634457920212,True,522.0024110000231,522.0024110000231,522.030174583022,True,523.2613508750219,523.249346208002,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,37,37,37,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,671.98,0.672,1,True,correct_rejection,0,0,0,1,0,0,0.973,36,37,1.9944142500171438,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,671.98,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,523.2581317499862,523.2613508750219,523.2613508750219,523.4873076670337,[0.6719757500104606],[0.10041029198328033],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
37,0,37,None,['right'],1,None,[0.5160267910105176],[0.12327229196671396],,5,0,5,0,0,0,0,0,,,,,37,0,37,0,523.4967908750405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.4889976670383,523.4967908750405,523.5015855417043,523.4967908750405,523.4967908750405,True,524.2351953330217,524.2351953330217,524.2634648749954,True,525.4802155829966,525.4826758750132,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,38,38,38,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,516.03,0.516,1,True,hit,1,0,0,0,0,0,0.9737,37,38,1.9945384170277975,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,516.03,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['right'],1,None,525.4864273330313,525.489895250008,525.489895250008,525.7200981670176,[0.5160267910105176],[0.12327229196671396],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
