thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,force_advance_2.keys,key_resp.rt,key_resp.duration,force_end_of_routine_if_pressed_2.keys,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,ir_zero_otherwise_press.stopped,text_2.stopped,n_back_instructions.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,response_time_into_iti,trials.key_resp.keys,trials.key_resp.corr,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,trials.key_resp.rt,trials.key_resp.duration,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,text_countdown.stopped,exp_finished.started,text_instr.started,thank_you.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,None,None,1,None,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59.78718462504912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.33729337505065,42.34112479101168,42.34112479101168,42.3445219160174,46.59939637466256,46.12797195801977,54.099229124669606,54.844481333042495,54.89870612469191,55.66115208301926,54.08256245800294,57.56127433304209,58.344566165993456,58.34967733268083,58.344566165993456,58.787006375030614,right,0.3438153329771012,0.09515574999386445,None,58.79231816600077,58.79823483299697,58.79823483299697,59.78005579102319,None,59.78383645799477,59.78718462504912,59.794535541678,59.78718462504912,59.78718462504912,True,60.52804504102096,60.53352900000755,60.561163041042164,True,62.265854833007324,62.26848150003934,main_2back,Main 2-back,2,0,462892_s_1.75,001,2026-02-05_15h27.32.577,2,1,2,2_back,60,1,1,1,0,1,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,N/A,128,baseline,None,none,no_response,None,None,N/A,N/A,baseline,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,2.4874604999786243,N/A,N/A,N/A,N/A,N/A,N/A,0,none,None,1.75,1.75,0.0,0.75,2.5,no_response,N/A,None,1,None,62.28059729101369,62.28353450004943,62.28353450004943,62.513329666049685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
1,0,1,None,None,1,None,,,,1,0,1,0,0,0,0,0,,,,,1,0,1,0,62.51975541602587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.51648320804816,62.51975541602587,62.52794566669424,62.51975541602587,62.51975541602587,True,63.26136516605038,63.2664845000254,63.294709915993735,True,64.99923029099591,65.00200566602871,main_2back,Main 2-back,2,0,462892_s_1.75,001,2026-02-05_15h27.32.577,2,1,2,2_back,60,1,2,2,0,1,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,N/A,880,baseline,None,none,no_response,None,None,N/A,N/A,baseline,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,2.487563416012563,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,N/A,N/A,N/A,N/A,0,none,None,1.75,1.75,0.0,0.75,2.5,no_response,N/A,None,1,None,65.00238070799969,65.0113204580266,65.0113204580266,65.24653862504056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
2,0,2,None,['left'],1,None,[0.6640781659516506],[0.11501670902362093],,1,0,1,0,0,0,0,0,,,,,2,0,2,0,65.25271645799512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.24956504104193,65.25271645799512,65.26122729166333,65.25271645799512,65.25271645799512,True,65.99462325003697,65.99934704101179,66.02788254100597,True,67.73202487500384,67.73481258301763,main_2back,Main 2-back,2,0,462892_s_1.75,001,2026-02-05_15h27.32.577,2,1,2,2_back,60,1,3,3,1,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,664.08,0.6641,1,True,correct_rejection,0,0,0,1,0,0,1.0,1,1,2.4872009590035304,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,N/A,N/A,1,left,664.08,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,67.74480683304137,67.74977483303519,67.74977483303519,67.97994362504687,[0.6640781659516506],[0.11501670902362093],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
3,0,3,None,['left'],1,None,[0.6632995000109076],[0.10454000002937391],,1,0,1,0,0,0,0,0,,,,,3,0,3,0,67.98555345804198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.98239541600924,67.98555345804198,67.99454645766333,67.98555345804198,67.98555345804198,True,68.7279516660492,68.73271208303049,68.76129954104545,True,70.46631716605043,70.46913929103175,main_2back,Main 2-back,2,0,462892_s_1.75,001,2026-02-05_15h27.32.577,2,1,2,2_back,60,1,4,4,2,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,663.3,0.6633,1,True,correct_rejection,0,0,0,1,0,0,1.0,2,2,2.4880180420004763,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,663.3,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,70.47313887503697,70.47734745801426,70.47734745801426,70.7136224580463,[0.6632995000109076],[0.10454000002937391],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
4,0,4,None,['left'],1,None,[0.8611637919675559],[0.12342470802832395],,1,0,1,0,0,0,0,0,,,,,4,0,4,0,70.72125354100717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.71765708300518,70.72125354100717,70.72789174970627,70.72125354100717,70.72125354100717,True,71.46124170802068,71.46610220801085,71.49459129100433,True,73.19901512505021,73.20179533300688,main_2back,Main 2-back,2,0,462892_s_1.75,001,2026-02-05_15h27.32.577,2,1,2,2_back,60,1,5,5,3,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,861.16,0.8612,1,True,correct_rejection,0,0,0,1,0,0,1.0,3,3,2.4870469159795903,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,861.16,1.75,1.75,0.0,0.75,2.5,during_iti,0.1112,['left'],1,None,73.20568137499504,73.21121629100526,73.21121629100526,73.44671429099981,[0.8611637919675559],[0.12342470802832395],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
5,0,5,None,['right'],1,None,[0.9978561660391279],[0.08984479197533801],,1,0,1,0,0,0,0,0,,,,,5,0,5,0,73.45518037502188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.44853670801967,73.45518037502188,73.4612479166865,73.45518037502188,73.45518037502188,True,74.19463437504601,74.19986750005046,74.22793483303394,True,75.93270512501476,75.93554408301134,main_2back,Main 2-back,2,0,462892_s_1.75,001,2026-02-05_15h27.32.577,2,1,2,2_back,60,1,6,6,4,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,target,True,right,target_response,997.86,0.9979,1,True,hit,1,0,0,0,0,0,1.0,4,4,2.487773083965294,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,997.86,1.75,1.75,0.0,0.75,2.5,during_iti,0.2479,['right'],1,None,75.9391249580076,75.94449933303986,75.94449933303986,76.1800394160091,[0.9978561660391279],[0.08984479197533801],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
6,0,6,None,['left'],1,None,[0.9635267080157064],[0.12359204201493412],,1,0,1,0,0,0,0,0,,,,,6,0,6,0,76.18537154101068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.18243208300555,76.18537154101068,76.19457924965924,76.18537154101068,76.18537154101068,True,76.92784525000025,76.93273191602202,76.96121483301977,True,78.66592370800208,78.6686703330488,main_2back,Main 2-back,2,0,462892_s_1.75,001,2026-02-05_15h27.32.577,2,1,2,2_back,60,1,7,7,5,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,963.53,0.9635,1,True,correct_rejection,0,0,0,1,0,0,1.0,5,5,2.4876454169861972,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,963.53,1.75,1.75,0.0,0.75,2.5,during_iti,0.2135,['left'],1,None,78.67103345802752,78.67793116602115,78.67793116602115,78.91344095801469,[0.9635267080157064],[0.12359204201493412],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
7,0,7,None,['left'],1,None,[1.0220751669839956],[0.12822233303450048],,1,0,1,0,0,0,0,0,,,,,7,0,7,0,78.9198109160061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.91651075001573,78.9198109160061,78.9280155826748,78.9198109160061,78.9198109160061,True,79.66113295801915,79.66657583304914,79.69464091601549,True,81.3992697080248,81.40205129102105,main_2back,Main 2-back,2,0,462892_s_1.75,001,2026-02-05_15h27.32.577,2,1,2,2_back,60,1,8,8,6,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,1022.08,1.0221,1,True,correct_rejection,0,0,0,1,0,0,1.0,6,6,2.4874789999448694,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,1022.08,1.75,1.75,0.0,0.75,2.5,during_iti,0.2721,['left'],1,None,81.4056258330238,81.41119312500814,81.41119312500814,81.64678512501996,[1.0220751669839956],[0.12822233303450048],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
8,0,8,None,['left'],1,None,[0.9740941660129465],[0.09644912497606128],,1,0,1,0,0,0,0,0,,,,,8,0,8,0,81.65234045800753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.64872162503889,81.65234045800753,81.66129108268457,81.65234045800753,81.65234045800753,True,82.39457783300895,82.39851470803842,82.42779924999923,True,84.13253129104851,84.13507258304162,main_2back,Main 2-back,2,0,462892_s_1.75,001,2026-02-05_15h27.32.577,2,1,2,2_back,60,1,9,9,7,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,974.09,0.9741,1,True,correct_rejection,0,0,0,1,0,0,1.0,7,7,2.4873904999694787,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,974.09,1.75,1.75,0.0,0.75,2.5,during_iti,0.2241,['left'],1,None,84.13873491605045,84.14437766600167,84.14437766600167,84.38003187504364,[0.9740941660129465],[0.09644912497606128],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
9,0,9,None,['right'],1,None,[1.1805572920129634],[0.08841487503377721],,1,0,1,0,0,0,0,0,,,,,9,0,9,0,84.38506837503519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.38190900004702,84.38506837503519,84.39456141670622,84.38506837503519,84.38506837503519,True,85.12784279102925,85.13242783304304,85.16117091604974,True,86.86599162500352,86.86873362504411,main_2back,Main 2-back,2,0,462892_s_1.75,001,2026-02-05_15h27.32.577,2,1,2,2_back,60,1,10,10,8,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,target,True,right,target_response,1180.56,1.1806,1,True,hit,1,0,0,0,0,0,1.0,8,8,2.4875908329850063,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,1180.56,1.75,1.75,0.0,0.75,2.5,during_iti,0.4306,['right'],1,None,86.87106500001391,86.87771483301185,86.87771483301185,87.11304979101988,[1.1805572920129634],[0.08841487503377721],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
10,0,10,None,"['left', 'right']",0,None,"[0.9763387499842793, 1.209342291986104]","[0.07481791701866314, 0.08022583305137232]",,1,0,1,0,0,0,0,0,,,,,10,0,10,0,87.1178450830048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.11486433300888,87.1178450830048,87.12769762467748,87.1178450830048,87.1178450830048,True,87.86110458301846,87.86621529102558,87.89444483304396,True,89.5993721249979,89.60190629103454,main_2back,Main 2-back,2,0,462892_s_1.75,001,2026-02-05_15h27.32.577,2,1,2,2_back,60,1,11,11,9,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,target,True,left,non_target_response,976.34,0.9763,0,False,incorrect_rejection,0,1,0,0,0,0,0.8889,8,9,2.487963874998968,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,2,"['left', 'right']","[976.34, 1209.34]",1.75,1.75,0.0,0.75,2.5,during_iti,0.2263,"['left', 'right']",0,None,89.60675116599305,89.61066820804263,89.61066820804263,89.84637679101434,"[0.9763387499842793, 1.209342291986104]","[0.07481791701866314, 0.08022583305137232]",,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
11,0,11,None,['right'],1,None,[1.456994041975122],[0.09596220799721777],,1,0,1,0,0,0,0,0,,,,,11,0,11,0,89.85144416603725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.84827145800227,89.85144416603725,89.86103712470891,89.85144416603725,89.85144416603725,True,90.59453212504741,90.61364887503441,90.6329726660042,True,92.33291895803995,92.33572179102339,main_2back,Main 2-back,2,0,462892_s_1.75,001,2026-02-05_15h27.32.577,2,1,2,2_back,60,1,12,12,10,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,target,True,right,target_response,1456.99,1.457,1,True,hit,1,0,0,0,0,0,0.9,9,10,2.4882608329644427,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,1456.99,1.75,1.75,0.0,0.75,2.5,during_iti,0.707,['right'],1,None,92.34034987504128,92.34382833301788,92.34382833301788,92.58013091603061,[1.456994041975122],[0.09596220799721777],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
12,0,12,None,['right'],1,None,[1.0790570419630967],[0.06871762505033985],,1,0,1,0,0,0,0,0,,,,,12,0,12,0,92.58497266599443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.58187954104505,92.58497266599443,92.59450291667987,92.58497266599443,92.58497266599443,True,93.32781370804878,93.33200550003676,93.36115008301567,True,95.06587812502403,95.06852841604268,main_2back,Main 2-back,2,0,462892_s_1.75,001,2026-02-05_15h27.32.577,2,1,2,2_back,60,1,13,13,11,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,target,True,right,target_response,1079.06,1.0791,1,True,hit,1,0,0,0,0,0,0.9091,10,11,2.487438416981604,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,1079.06,1.75,1.75,0.0,0.75,2.5,during_iti,0.3291,['right'],1,None,95.07094954099739,95.07771166600287,95.07771166600287,95.31288183300057,[1.0790570419630967],[0.06871762505033985],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
13,0,13,None,['left'],1,None,[0.8583397920010611],[0.09941566595807672],,1,0,1,0,0,0,0,0,,,,,13,0,13,0,95.31773624999914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.31472191604553,95.31773624999914,95.32763166667816,95.31773624999914,95.31773624999914,True,96.06126795802265,96.06643366604112,96.09447066602297,True,97.79920091602253,97.8018932910054,main_2back,Main 2-back,2,0,462892_s_1.75,001,2026-02-05_15h27.32.577,2,1,2,2_back,60,1,14,14,12,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,858.34,0.8583,1,True,correct_rejection,0,0,0,1,0,0,0.9167,11,12,2.4879533750354312,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,858.34,1.75,1.75,0.0,0.75,2.5,during_iti,0.1083,['left'],1,None,97.80423599999631,97.81102616601856,97.81102616601856,98.04719304101309,[0.8583397920010611],[0.09941566595807672],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
14,0,14,None,['right'],1,None,[0.9301617079763673],[0.092646875011269],,1,0,1,0,0,0,0,0,,,,,14,0,14,0,98.0526734580053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.04885250004008,98.0526734580053,98.06121149968045,98.0526734580053,98.0526734580053,True,98.79443325003376,98.7989115830278,98.82773091603303,True,100.53256283304654,100.53540554101346,main_2back,Main 2-back,2,0,462892_s_1.75,001,2026-02-05_15h27.32.577,2,1,2,2_back,60,1,15,15,13,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,target,True,right,target_response,930.16,0.9302,1,True,hit,1,0,0,0,0,0,0.9231,12,13,2.487073666998185,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,930.16,1.75,1.75,0.0,0.75,2.5,during_iti,0.1802,['right'],1,None,100.53761858301004,100.54454483301379,100.54454483301379,100.77996591600822,[0.9301617079763673],[0.092646875011269],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
15,0,15,None,['left'],1,None,[1.1681630419916473],[0.11023512500105426],,1,0,1,0,0,0,0,0,,,,,15,0,15,0,100.78499850002117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.78190750000067,100.78499850002117,100.79445337469612,100.78499850002117,100.78499850002117,True,101.5278252499993,101.53198458300903,101.56114200002048,True,103.26624295802321,103.26892704103375,main_2back,Main 2-back,2,0,462892_s_1.75,001,2026-02-05_15h27.32.577,2,1,2,2_back,60,1,16,16,14,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,1168.16,1.1682,1,True,correct_rejection,0,0,0,1,0,0,0.9286,13,14,2.48800716601545,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,1168.16,1.75,1.75,0.0,0.75,2.5,during_iti,0.4182,['left'],1,None,103.27125083300052,103.27781887503807,103.27781887503807,103.5132049160311,[1.1681630419916473],[0.11023512500105426],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
