thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,force_advance_2.keys,force_end_of_routine_if_pressed_2.keys,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,n_back_instructions.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,text_2.stopped,ir_zero_otherwise_press.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,text_countdown.stopped,response_time_into_iti,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
19,0,19,None,['left'],1,[0.39771337498677894],[0.10010695800883695],None,,5,0,5,0,0,0,0,0,,,,,19,0,19,0,484.5493299170048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.54666837496916,484.5493299170048,484.55956545862523,484.5493299170048,484.5493299170048,True,485.29300558398245,485.2975233749603,485.32625470898347,True,486.5311774999718,486.533609333972,main_1back,Main 1-back,6,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,6,1,1,1_back,60,1,20,20,19,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,397.71,0.3977,1,True,correct_rejection,0,0,0,1,0,0,0.9474,18,19,1.9878721659770235,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,397.71,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.39771337498677894],[0.10010695800883695],None,486.5358732090099,486.54284941696096,486.54284941696096,486.77840629196726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
20,0,20,None,['left'],1,[0.47280099999625236],[0.1073150000302121],None,,5,0,5,0,0,0,0,0,,,,,20,0,20,0,486.78286079200916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.78020437498344,486.78286079200916,486.7930030416503,486.78286079200916,486.78286079200916,True,487.52614312496735,487.5312997089932,487.55963083397364,True,488.7645507499692,488.7670068749576,main_1back,Main 1-back,6,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,6,1,1,1_back,60,1,21,21,20,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,472.8,0.4728,1,True,correct_rejection,0,0,0,1,0,0,0.95,19,20,1.9877597920130938,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,472.8,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.47280099999625236],[0.1073150000302121],None,488.76933016697876,488.77615858399076,488.77615858399076,489.0116862919531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
21,0,21,None,['left'],1,[0.4828604169888422],[0.10506108298432082],None,,5,0,5,0,0,0,0,0,,,,,21,0,21,0,489.0161553749931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.0134462499991,489.0161553749931,489.026288208672,489.0161553749931,489.0161553749931,True,489.75979866698617,489.7650022919988,489.7931392089813,True,490.99764383397996,491.00013412500266,main_1back,Main 1-back,6,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,6,1,1,1_back,60,1,22,22,21,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,482.86,0.4829,1,True,correct_rejection,0,0,0,1,0,0,0.9524,20,21,1.987570917000994,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,482.86,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.4828604169888422],[0.10506108298432082],None,491.0024645839585,491.00959783396684,491.00959783396684,491.24498812499223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
22,0,22,None,['left'],1,[0.3034868340473622],[0.10013958299532533],None,,5,0,5,0,0,0,0,0,,,,,22,0,22,0,491.2494534999714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.2467881249613,491.2494534999714,491.25962858362277,491.2494534999714,491.2494534999714,True,491.9929311669548,491.99807312496705,492.02627954195486,True,493.230461500003,493.2333684999612,main_1back,Main 1-back,6,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,6,1,1,1_back,60,1,23,23,22,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,303.49,0.3035,1,True,correct_rejection,0,0,0,1,0,0,0.9545,21,22,1.98720370803494,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,303.49,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.3034868340473622],[0.10013958299532533],None,493.23568729200633,493.2429669169942,493.2429669169942,493.47808116697706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
23,0,23,None,['right'],1,[0.6766007079859264],[0.11544812499778345],None,,5,0,5,0,0,0,0,0,,,,,23,0,23,0,493.4825098749716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.47985262499424,493.4825098749716,493.4927935006601,493.4825098749716,493.4825098749716,True,494.2263216249994,494.23104154196335,494.2596891669673,True,495.4644325419795,495.466934416967,main_1back,Main 1-back,6,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,6,1,1,1_back,60,1,24,24,23,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,target,True,right,target_response,676.6,0.6766,1,True,hit,1,0,0,0,0,0,0.9565,22,23,1.987958375015296,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,676.6,1.25,1.25,0.0,0.75,2.0,during_stimulus,['right'],1,[0.6766007079859264],[0.11544812499778345],None,495.469204916968,495.47620029200334,495.47620029200334,495.71148729196284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
24,0,24,None,['left'],1,[0.38231187500059605],[0.10472079203464091],None,,5,0,5,0,0,0,0,0,,,,,24,0,24,0,495.7160601670039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.7133115839679,495.7160601670039,495.7261330836375,495.7160601670039,495.7160601670039,True,496.45957379200263,496.4640450839652,496.49297654198017,True,497.6977970000007,497.70032654196257,main_1back,Main 1-back,6,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,6,1,1,1_back,60,1,25,25,24,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,382.31,0.3823,1,True,correct_rejection,0,0,0,1,0,0,0.9583,23,24,1.9879587920149788,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,382.31,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.38231187500059605],[0.10472079203464091],None,497.70259395899484,497.7096117089968,497.7096117089968,497.9450923340046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
25,0,25,None,['right'],1,[0.5640329160378315],[0.13347020896617323],None,,5,0,5,0,0,0,0,0,,,,,25,0,25,0,497.9495418749866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.9465787090012,497.9495418749866,497.9594842086701,497.9495418749866,497.9495418749866,True,498.6929579169955,498.69748845900176,498.7262596669607,True,499.93100325000705,499.93384849996073,main_1back,Main 1-back,6,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,6,1,1,1_back,60,1,26,26,25,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,564.03,0.564,1,True,hit,1,0,0,0,0,0,0.96,24,25,1.9875547499977984,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,564.03,1.25,1.25,0.0,0.75,2.0,during_stimulus,['right'],1,[0.5640329160378315],[0.13347020896617323],None,499.9360970419948,499.94279699999606,499.94279699999606,500.1784476249595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
26,0,26,None,['left'],1,[0.4693674159934744],[0.12847154203336686],None,,5,0,5,0,0,0,0,0,,,,,26,0,26,0,500.1827642499702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.1801312919706,500.1827642499702,500.19299616665035,500.1827642499702,500.1827642499702,True,500.9262187499553,500.93142620899016,500.9595867919852,True,502.16427158395527,502.16691341699334,main_1back,Main 1-back,6,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,6,1,1,1_back,60,1,27,27,26,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,469.37,0.4694,1,True,correct_rejection,0,0,0,1,0,0,0.9615,25,26,1.987514500040561,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,469.37,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.4693674159934744],[0.12847154203336686],None,502.1693095419905,502.1762467499939,502.1762467499939,502.41147125000134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
27,0,27,None,['left'],1,[0.5160894169821404],[0.16543354198802263],None,,5,0,5,0,0,0,0,0,,,,,27,0,27,0,502.41592745896196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.41331045900006,502.41592745896196,502.4261637506463,502.41592745896196,502.41592745896196,True,503.1596465839539,503.1643069999991,503.1929361670045,True,504.39799500000663,504.4003990420024,main_1back,Main 1-back,6,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,6,1,1,1_back,60,1,28,28,27,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,516.09,0.5161,1,True,correct_rejection,0,0,0,1,0,0,0.963,26,27,1.9881244170246646,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,516.09,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.5160894169821404],[0.16543354198802263],None,504.4027132919873,504.40958845900605,504.40958845900605,504.6447544589755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
28,0,28,None,['right'],1,[0.37446441705105826],[0.14789637498324737],None,,5,0,5,0,0,0,0,0,,,,,28,0,28,0,504.649362208962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.6466694169794,504.649362208962,504.65943029162395,504.649362208962,504.649362208962,True,505.39285179198487,505.39793233398814,505.4260927499854,True,506.63089983398095,506.6335767499986,main_1back,Main 1-back,6,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,6,1,1,1_back,60,1,29,29,28,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,target,True,right,target_response,374.46,0.3745,1,True,hit,1,0,0,0,0,0,0.9643,27,28,1.987846083007753,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,374.46,1.25,1.25,0.0,0.75,2.0,during_stimulus,['right'],1,[0.37446441705105826],[0.14789637498324737],None,506.6358477919712,506.64279833395267,506.64279833395267,506.87821683398215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
29,0,29,None,['left'],1,[0.32406137499492615],[0.11745558399707079],None,,5,0,5,0,0,0,0,0,,,,,29,0,29,0,506.8839762919815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.8811507089995,506.8839762919815,506.89282654162184,506.8839762919815,506.8839762919815,True,507.62618274998385,507.6310455839848,507.65960954199545,True,508.8642190420069,508.8668370000087,main_1back,Main 1-back,6,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,6,1,1,1_back,60,1,30,30,29,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,324.06,0.3241,1,True,correct_rejection,0,0,0,1,0,0,0.9655,28,29,1.9876105000148527,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,324.06,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.32406137499492615],[0.11745558399707079],None,508.8691479169647,508.87604029197246,508.87604029197246,509.11160416697385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
30,0,30,None,['left'],1,[0.5479567499714904],[0.11727779201464728],None,,5,0,5,0,0,0,0,0,,,,,30,0,30,0,509.11610854195897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.11340299999574,509.11610854195897,509.12609170866585,509.11610854195897,509.11610854195897,True,509.8596177919535,509.86393866699655,509.8930702919606,True,511.0977459999849,511.1002558339969,main_1back,Main 1-back,6,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,6,1,1,1_back,60,1,31,31,30,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,547.96,0.548,1,True,correct_rejection,0,0,0,1,0,0,0.9667,29,30,1.9877221249626018,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,547.96,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.5479567499714904],[0.11727779201464728],None,511.1024984169635,511.1094620419899,511.1094620419899,511.344832666975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
31,0,31,None,['left'],1,[0.5513906250125729],[0.08496174996253103],None,,5,0,5,0,0,0,0,0,,,,,31,0,31,0,511.3494670839864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.34653083398007,511.3494670839864,511.3594512506427,511.3494670839864,511.3494670839864,True,512.0929001669865,512.0969363339827,512.1262482919847,True,513.3311194999842,513.3340515419841,main_1back,Main 1-back,6,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,6,1,1,1_back,60,1,32,32,31,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,551.39,0.5514,1,True,correct_rejection,0,0,0,1,0,0,0.9677,30,31,1.988052458036691,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,551.39,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.5513906250125729],[0.08496174996253103],None,513.3362870420096,513.3428979589953,513.3428979589953,513.5780795839964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
32,0,32,None,['right'],1,[0.4199434159672819],[0.1612145840190351],None,,5,0,5,0,0,0,0,0,,,,,32,0,32,0,513.5825014169677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.579854749958,513.5825014169677,513.5928032916311,513.5825014169677,513.5825014169677,True,514.3262814999907,514.3312581249629,514.3596672499552,True,515.5640057499986,515.5666944590048,main_1back,Main 1-back,6,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,6,1,1,1_back,60,1,33,33,32,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,target,True,right,target_response,419.94,0.4199,1,True,hit,1,0,0,0,0,0,0.9688,31,32,1.9875774590182118,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,419.94,1.25,1.25,0.0,0.75,2.0,during_stimulus,['right'],1,[0.4199434159672819],[0.1612145840190351],None,515.5693161250092,515.5761483749957,515.5761483749957,515.8113890839741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
33,0,33,None,['left'],1,[0.3722693750169128],[0.15785049996338785],None,,5,0,5,0,0,0,0,0,,,,,33,0,33,0,515.8157511249883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.8131637919578,515.8157511249883,515.8261120006248,515.8157511249883,515.8157511249883,True,516.5595925839734,516.5645375839667,516.5929004169884,True,517.79749966698,517.8001065420103,main_1back,Main 1-back,6,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,6,1,1,1_back,60,1,34,34,33,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,372.27,0.3723,1,True,correct_rejection,0,0,0,1,0,0,0.9697,32,33,1.987701083009597,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,372.27,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.3722693750169128],[0.15785049996338785],None,517.80234629201,517.8095803339966,517.8095803339966,518.0448837919976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
34,0,34,None,['left'],1,[0.48697241698391736],[0.11684883298585191],None,,5,0,5,0,0,0,0,0,,,,,34,0,34,0,518.0493985840003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.0466871669632,518.0493985840003,518.0595242506281,518.0493985840003,518.0493985840003,True,518.7929080419708,518.7979683749727,518.8262777499622,True,520.0303673339658,520.0331442090101,main_1back,Main 1-back,6,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,6,1,1,1_back,60,1,35,35,34,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,486.97,0.487,1,True,correct_rejection,0,0,0,1,0,0,0.9706,33,34,1.9871996250003576,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,486.97,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.48697241698391736],[0.11684883298585191],None,520.0354530839832,520.0428005419672,520.0428005419672,520.2783177919919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
